CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,DayDiff,DayDiff2,DayDiff3,DayDiffMean,DayDiffStd,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,prediction
17091,85,3,371,1,2253696.96,1,5,55,139,182,41.38461538,23.26849967,1,0,0,0
12867,65,3,857,1,4651124.68,1,5,49,98,133,55.8,15.92900918,1,0,0,0
15498,20,3,807,1,6816590.7,1,5,48,51,69,24.12,19.11657222,1,0,0,1
14422,70,3,391,1,3948201.03,1,5,97,204,224,39.42857143,28.28077435,1,0,0,0
16592,36,3,340,1,3418559.55,1,5,47,65,116,45,23.21637353,1,0,0,0
15521,48,3,367,1,1875005.64,1,5,64,100,106,61.66666667,39.28740256,1,0,0,0
14194,6,3,690,1,5383343.22,1,5,8,31,66,35.05882353,20.84607454,1,0,0,1
14016,61,3,448,1,2479768.15,1,5,46,108,196,53.9,23.30212198,1,0,0,0
14849,19,3,609,1,4288682.37,1,5,22,57,94,32.16666667,14.54506183,1,0,0,1
18231,92,3,383,1,2265824.63,1,5,43,48,76,21.08333333,24.91012832,1,0,0,0
17139,22,3,617,1,5071783.58,1,5,53,88,137,44.23076923,22.96429782,1,0,0,1
15002,15,3,337,1,2129764.1,1,5,181,223,252,72.625,65.52630333,1,0,0,0
16422,7,3,616,1,4857660.24,1,5,13,21,30,7.455696203,4.687127676,1,0,0,2
15513,6,3,451,1,3254728.28,1,5,30,69,93,25.60869565,19.01133425,1,0,0,1
12647,26,3,486,1,3252849.73,1,5,29,73,119,20.32142857,18.12518929,1,0,0,1
17757,14,3,942,1,1920953.01,1,5,16,38,49,13.20454545,8.21394035,1,0,0,1
18041,3,3,718,1,2516193.07,1,5,40,80,110,19.7,14.05445076,1,0,0,1
15046,27,3,348,1,2235714.83,1,5,46,67,73,29.84210526,22.59612346,1,0,0,1
12431,19,3,340,1,2724525.4,1,5,17,19,24,28.7,23.11777625,1,0,0,1
13869,23,3,838,1,3570306.8,1,5,139,190,234,63.11111111,32.2546293,1,0,0,0
14461,48,3,636,1,2160890.73,1,5,30,113,234,49.27272727,35.12005384,1,0,0,0
17769,38,3,453,1,1904007.08,1,5,35,140,182,55.1,33.93277668,1,0,0,0
17706,0,3,663,1,5051848.17,1,5,9,14,48,31,37.10345896,1,0,0,1
14530,28,3,401,1,1972395.61,1,5,57,134,168,43,27.49848481,1,0,0,1
13527,5,3,355,1,2011588.41,1,5,12,96,221,72.75,42.34467415,1,0,0,2
15296,9,3,482,1,3349772.41,1,5,66,74,103,72.25,38.64397939,1,0,0,0
15727,7,3,646,1,2574595.99,1,5,36,91,141,48.08333333,33.40511211,1,0,0,0
13488,20,3,563,1,4278349.59,1,5,24,76,86,40.21428571,28.21395882,1,0,0,0
15218,16,3,361,1,2778507.61,1,5,21,62,101,35.375,18.57552153,1,0,0,1
15950,6,3,364,1,2051029.58,1,5,253,269,296,82.28571429,80.51648752,1,0,0,1
17059,10,3,575,1,1781867.75,1,5,87,150,259,81.71428571,33.38519775,1,0,0,0
12484,0,3,408,1,1873497.57,1,5,3,76,236,64.55555556,69.44442222,1,0,0,2
15544,19,3,472,1,4360530.74,1,5,31,54,92,33,25.06740912,1,0,0,0
16923,52,3,808,1,4677610.74,1,5,21,35,47,22.82608696,12.49964426,1,0,0,0
17107,55,3,486,1,2878586.46,1,5,53,123,242,87,28.17800561,1,0,0,0
17365,69,3,581,1,2765648.76,1,5,30,84,163,50.7,28.15058713,1,0,0,0
13975,28,3,616,1,2584134.95,1,5,5,87,148,60.77777778,46.1838115,1,0,0,0
15023,16,3,823,1,3340862.96,1,5,18,43,53,37.2,15.87540776,1,0,0,0
14562,27,3,351,1,1971459.85,1,5,21,56,105,45.25,23.50290117,1,0,0,1
14227,96,3,336,1,2856263.48,1,5,39,49,88,67.57142857,48.80866434,1,0,0,0
16161,40,3,940,1,4306012.94,1,5,29,58,70,15.55882353,11.36766061,1,0,0,0
12621,0,3,635,1,4004811.26,1,5,8,47,76,21.03703704,14.79470145,1,0,0,1
16873,27,3,384,1,4020550.2,1,5,70,118,237,60.11111111,30.08090941,1,0,0,0
12474,37,3,507,1,3168124.9,1,5,13,29,34,24.04545455,16.31673775,1,0,0,1
12567,8,3,425,1,2555341.16,1,5,71,76,93,50.72727273,37.14590397,1,0,0,2
17340,20,3,532,1,4059071.85,1,5,31,72,122,45.25,24.43590875,1,0,0,1
13802,38,3,448,1,5110417.4,1,5,116,173,236,30.76470588,26.87594048,1,0,0,0
17426,75,3,325,1,2509961.79,1,5,107,277,435,121.25,54.7927915,1,0,0,0
16938,79,3,803,1,2337523.18,1,5,1,129,202,68.71428571,38.92177748,1,0,0,0
16170,12,3,417,1,3898375.41,1,5,22,71,122,30.38888889,33.56317816,1,0,0,0
18178,28,3,350,1,3075103.88,1,5,91,181,236,53.1,22.39270715,1,0,0,0
14535,27,3,688,1,2161935.62,1,5,121,268,380,75.14285714,49.57630002,1,0,0,0
13334,90,3,422,1,2832144.33,1,5,115,346,462,154,66.68583058,1,0,0,0
16283,20,3,490,1,2019905.3,1,5,32,88,298,105.8,69.02318451,1,0,0,0
18069,80,3,747,1,2064529.66,1,5,55,147,203,67,23.67840085,1,0,0,0
13018,22,3,454,1,3343544.38,1,5,9,32,57,32.875,39.84783557,1,0,0,1
13593,8,3,408,1,2488256.17,1,5,54,155,156,44.91666667,27.91043576,1,0,0,1
17049,17,3,376,1,3125048.74,1,5,40,97,158,48,33.15720133,1,0,0,1
14426,40,3,554,1,4143337.78,1,5,38,136,172,50.5,27.69777368,1,0,0,0
13881,7,3,380,1,2685580.35,1,5,34,62,106,24.45454545,14.78006145,1,0,0,2
18226,20,3,474,1,4413653.19,1,5,15,39,65,23.81818182,21.34888502,1,0,0,1
17589,51,3,1230,1,5693064.32,1,5,36,89,234,35.07142857,36.53126013,1,0,0,0
16984,30,3,946,1,2954992.59,1,5,274,348,369,73.14285714,90.65213469,1,0,0,1
18245,49,3,403,1,2658516.09,1,5,62,163,206,37.84615385,26.90367433,1,0,0,0
17338,14,3,1142,1,4095559.22,1,5,47,91,121,35,15.55175691,1,0,0,0
16242,65,3,460,1,2318014.75,1,5,49,112,216,58.625,24.90517732,1,0,0,0
13230,38,3,1103,1,2651737.2,1,5,14,63,89,18.96153846,14.91705271,1,0,0,0
13451,26,3,952,1,4345293.95,1,5,85,143,208,55.77777778,16.32312606,1,0,0,0
13969,7,3,791,1,3678626.29,1,5,20,34,62,20.68,13.54227947,1,0,0,1
12477,0,3,463,1,3142623.56,1,5,139,201,299,104.6,29.76239238,1,0,0,1
15249,7,3,430,1,3324076.85,1,5,12,20,48,39.69230769,45.4741403,1,0,0,2
15570,41,3,652,1,2434348.36,1,5,65,98,143,25.26315789,20.74940991,1,0,0,0
17068,10,3,908,1,3162129.66,1,5,25,37,38,12.775,7.950124979,1,0,0,2
13113,13,3,353,1,2468030.35,1,5,9,49,62,16.38709677,11.20320615,1,0,0,2
16456,3,3,379,1,2439441.8,1,5,124,203,270,51.7,34.83628377,1,0,0,2
17602,24,3,469,1,2012174.46,1,5,200,348,381,61.875,71.10040687,1,0,0,1
16133,1,3,412,1,2653117.38,1,5,7,13,14,12.925,12.8110279,1,0,0,1
14049,58,3,856,1,3315075.43,1,5,42,159,229,57.375,26.60256432,1,0,0,0
16814,8,3,712,1,4364121.32,1,5,22,47,68,16.63333333,9.539331768,1,0,0,1
17346,3,3,690,1,2099259.35,1,5,75,84,101,27.61111111,24.07864294,1,0,0,1
14395,77,3,616,1,3100406.06,1,5,45,69,93,28.2,19.58206176,1,0,0,0
16743,13,3,347,1,3821963.73,1,5,42,98,161,43.90909091,28.36354895,1,0,0,0
14936,8,3,382,1,2671313.31,1,5,67,167,282,95,34.73470887,1,0,0,1
13102,33,3,427,1,2274310.8,1,5,21,40,65,16.62962963,9.140561118,1,0,0,0
15150,9,3,467,1,2296803.58,1,5,19,46,77,72.33333333,63.38033344,1,0,0,1
12637,57,3,409,1,1844670.14,1,5,82,106,166,55.14285714,32.04906952,1,0,0,0
13069,19,3,943,1,3790591.9,1,5,8,31,61,15.7037037,10.25751062,1,0,0,2
16180,0,3,327,1,2337276.01,1,5,27,45,70,43.4,64.67388276,1,0,0,2
17686,20,3,368,1,2335448.63,1,5,80,182,303,103.25,17.34694978,1,0,0,1
12705,58,3,471,1,3592699.5,1,5,43,87,199,53.57142857,36.26227214,1,0,0,0
12415,13,3,803,1,3269473.58,1,5,30,36,64,24.35294118,18.59079469,1,0,0,2
13534,7,3,330,1,2950437,1,5,26,27,54,18.77272727,9.860608588,1,0,0,0
12720,24,3,341,1,2088008.52,1,5,4,26,45,23.875,16.65282759,1,0,0,1
13137,3,3,1021,1,2769111.47,1,5,35,149,205,36.27272727,34.54877974,1,0,0,2
12476,41,3,398,1,2728477.27,1,5,77,93,157,27.69230769,24.62513829,1,0,0,0
17735,8,3,731,1,4602607.44,1,5,19,35,46,19.45,11.71806972,1,0,0,2
17975,14,3,423,1,3368033.61,1,5,20,29,44,17.9047619,12.83707428,1,0,0,0
16033,8,3,946,1,1975726.35,1,5,7,29,43,18.85,11.58163246,1,0,0,1
16919,56,3,614,1,2077130.83,1,5,22,36,43,15.28571429,22.71594783,1,0,0,0
14243,40,3,334,1,3114822.86,1,5,36,105,148,25.84615385,17.37740944,1,0,0,1
15752,15,3,453,1,1766303.78,1,5,34,134,162,57,33.00908966,1,0,0,1
14688,29,3,407,1,2729879.43,1,5,12,21,35,15.57142857,10.28869005,1,0,0,1
17811,12,3,772,1,1887976.09,1,5,8,29,39,11.48275862,10.43900888,1,0,0,1
17315,0,3,647,1,1807987.8,1,5,8,15,27,10.90322581,7.858561525,1,0,0,2
15159,12,3,453,1,3001862.85,1,5,24,44,59,21.26666667,11.65863669,1,0,0,1
15281,36,3,513,1,2705398.57,1,5,9,61,65,22.38461538,17.95614315,1,0,0,0
14088,28,3,388,1,2098735.46,1,5,7,15,42,41.85714286,47.75433164,1,0,0,1
18055,28,3,342,1,1878908.77,1,5,75,163,183,31.66666667,31.4960315,1,0,0,1
13263,8,3,1389,1,3634677.36,1,5,12,19,41,12.70833333,14.7485568,1,0,0,1
16931,3,3,659,1,1945718.2,1,5,28,42,56,19.6,8.902648081,1,0,0,1
13458,35,3,381,1,3557866.78,1,5,34,54,79,25.3,10.20947273,1,0,0,1
18118,47,3,1034,1,2159303.01,1,5,21,28,39,11.7,9.442903211,1,0,0,0
12835,327,1,615,1,3524648.84,1,3,16,25,43,8.583333333,4.999285663,0,0,1,0
13680,237,1,522,1,3279456.68,1,3,2,134,161,44.22222222,55.69510252,0,0,1,0
13206,300,1,566,1,3877261.42,1,3,69,164,177,30.18181818,29.52225663,0,0,1,0
14648,316,1,431,1,1969129.41,1,3,5,26,95,26.08333333,20.88696128,0,0,1,0
13031,307,1,407,1,2215452.68,1,3,37,84,98,36.75,16.0494029,0,0,1,0
15808,206,2,772,1,5851723.98,1,4,33,55,63,21.6,10.36898208,0,0,1,0
12872,226,2,394,1,1826360.11,1,4,39,57,89,37.27272727,15.10027092,0,0,1,0
14286,142,2,360,1,2489903.04,1,4,162,397,493,164.3333333,69.52937029,0,0,1,0
13093,175,2,1037,1,6763303.33,1,4,12,35,55,10.95238095,6.420061473,0,0,1,0
13174,216,2,866,1,2604599.95,1,4,53,76,87,46.55555556,32.82191003,0,0,1,0
13448,118,2,410,1,2673115.15,1,4,146,155,181,64.375,55.76721387,0,0,1,0
14546,101,2,535,1,1986811.76,1,4,47,175,208,76,36.88721549,0,0,1,0
13141,114,2,378,1,2892611.28,1,4,20,101,171,39.69230769,27.59343103,0,0,1,0
17449,134,2,477,1,2238660.11,1,4,49,125,153,62,40.73608439,0,0,1,0
14081,202,2,844,1,3102519.37,1,4,67,104,296,61,60.36831398,0,0,1,0
15898,126,2,607,1,1952907.54,1,4,38,141,142,22.81818182,22.81110081,0,0,1,0
16327,99,2,770,1,5981400.47,1,4,71,116,170,40.46153846,17.28012049,0,0,1,0
13952,117,2,409,1,3643326.52,1,4,21,163,212,50.6,37.10106318,0,0,1,0
12539,162,2,461,1,3345482.73,1,4,54,71,188,113.5,109.7284527,0,0,1,0
13044,191,2,416,1,1857840.22,1,4,201,224,271,40.9,58.22265691,0,0,1,0
13615,218,2,367,1,2577006.5,1,4,81,98,109,51.71428571,27.64485658,0,0,1,0
12668,159,2,498,1,4122505.4,1,4,53,96,119,52.25,40.61931279,0,0,1,0
17504,106,2,342,1,2424679.5,1,4,2,11,62,33.07142857,23.18641607,0,0,1,0
15622,97,2,379,1,3284208.81,1,4,28,85,230,64,49.98666489,0,0,1,0
13715,181,2,512,1,5276430.72,1,4,57,81,91,23.8,14.75127113,0,0,1,0
15034,132,2,545,1,1780388.3,1,4,46,106,121,38.33333333,24.04163056,0,0,1,0
12451,118,2,352,1,2160051.07,1,4,106,245,311,103.6666667,36.55589328,0,0,1,0
15005,8,3,2051,2,9337848.72,1,6,19,32,40,13.69565217,6.435559426,1,0,0,2
14527,7,3,2287,2,6413675.4,1,6,9,15,21,6.057692308,3.140177854,1,0,0,2
16549,24,3,2310,2,5384456.88,1,6,210,273,285,20.70833333,42.08219614,1,0,0,1
17519,33,3,188,0,1499442.18,0,3,40,73,128,46.53846154,26.8812679,0,0,1,0
12362,20,3,106,0,550605.58,0,3,35,105,175,154.5,193.0397196,0,0,1,0
15712,9,3,154,0,1643036.49,0,3,74,178,270,69.88888889,34.7471022,0,0,1,1
17984,45,3,242,0,721326.82,0,3,247,251,350,148.25,118.269114,0,0,1,0
14871,78,3,159,0,557336.9,0,3,77,182,315,80,38.88873016,0,0,1,0
14341,30,3,203,0,1498648.34,0,3,1,85,188,60.8,40.04663948,0,0,1,0
17063,63,3,165,0,1290905.83,0,3,126,244,276,82.14285714,38.15507206,0,0,1,0
17742,13,3,85,0,612211.04,0,3,219,315,343,62.5,59.88924964,0,0,1,0
15051,50,3,181,0,1432764.03,0,3,229,288,350,98,71.47587005,0,0,1,0
14543,8,3,203,0,1336845.44,0,3,19,63,74,19.6875,15.26843148,0,0,1,1
18037,54,3,33,0,18772.22,0,3,71,82,99,44.92307692,35.11044844,0,0,1,0
15380,41,3,33,0,101156.88,0,3,224,279,408,85.28571429,71.76980397,0,0,1,0
13110,37,3,211,0,978600.78,0,3,120,146,174,75.125,44.44719982,0,0,1,0
17345,96,3,147,0,493151.84,0,3,179,338,387,135.5,58.61456019,0,0,1,0
15265,51,3,193,0,1730727.02,0,3,84,453,587,195.6666667,152.1786231,0,0,1,0
16701,29,3,241,0,1438763.79,0,3,22,44,60,29,18.45535153,0,0,1,0
14135,5,3,191,0,1264456.15,0,3,81,115,221,37.17647059,35.96045622,0,0,1,1
14560,9,3,170,0,1225365.6,0,3,25,53,87,21.65517241,18.51307619,0,0,1,1
17949,0,3,136,0,836568.16,0,3,5,14,21,10.61666667,10.27765664,0,0,1,2
12980,57,3,52,0,964147.78,0,3,19,30,53,29,15.24190898,0,0,1,0
17189,6,3,120,0,585826.19,0,3,253,455,617,157.75,102.8149632,0,0,1,0
17768,66,3,106,0,1009101.1,0,3,221,514,571,190.3333333,120.951781,0,0,1,0
12948,5,3,94,0,614978.34,0,3,109,155,159,126.4,194.5078405,0,0,1,1
16711,40,3,21,0,83344.55,0,3,162,217,239,99.5,90.56655012,0,0,1,0
17867,43,3,70,0,88150.77,0,3,60,145,267,59.4,30.99892471,0,0,1,0
17412,96,3,197,0,1497545.57,0,3,107,162,176,45.08333333,36.57236496,0,0,1,0
16987,70,3,175,0,427546.94,0,3,9,35,206,94.5,92.95321404,0,0,1,0
17809,29,3,71,0,937776.87,0,3,43,88,116,46.76923077,25.30860804,0,0,1,0
13313,41,3,156,0,1183304.09,0,3,74,198,338,74.5,38.20994635,0,0,1,0
14841,79,3,268,0,1479727.29,0,3,95,109,179,50.72727273,38.13421275,0,0,1,0
15482,65,3,72,0,566272.37,0,3,85,193,221,63.55555556,66.23086726,0,0,1,0
16156,51,3,200,0,1347886.29,0,3,4,55,118,45.07692308,26.82182426,0,0,1,0
13611,70,3,186,0,933736.3,0,3,189,204,218,70.75,60.19670138,0,0,1,0
15658,90,3,102,0,423232.88,0,3,7,71,119,78,73.17103252,0,0,1,0
17314,48,3,190,0,1195905.59,0,3,21,108,163,45.23076923,32.39895535,0,0,1,0
17155,77,3,62,0,372102.71,0,3,350,387,444,111.8,138.5160641,0,0,1,0
17940,8,3,34,0,89828.17,0,3,20,56,110,52.33333333,41.78589004,0,0,1,2
13895,43,3,113,0,1043200.11,0,3,21,372,593,197.6666667,166.2327685,0,0,1,0
17017,62,3,310,0,1083929.97,0,3,42,78,102,38.26666667,50.97683881,0,0,1,0
13208,55,3,215,0,929491.39,0,3,51,85,154,96.83333333,63.43947247,0,0,1,0
16139,12,3,41,0,437177,0,3,94,610,624,208,269.7183716,0,0,1,0
14905,57,3,78,0,927589.66,0,3,76,217,274,82.71428571,32.38165265,0,0,1,0
18229,10,3,140,0,839844.44,0,3,28,37,61,32.94736842,26.30478132,0,0,1,1
17293,19,3,160,0,1415532.8,0,3,37,189,242,56.09090909,43.18206698,0,0,1,0
15550,6,3,223,0,881047.72,0,3,64,195,272,78.75,59.01755187,0,0,1,0
16612,19,3,152,0,1309337.99,0,3,67,192,260,88.14285714,48.11246745,0,0,1,0
14958,47,3,71,0,166855.9,0,3,38,98,448,117.8,133.436127,0,0,1,0
14898,34,3,250,0,1362174.6,0,3,106,168,192,50.16666667,30.45961061,0,0,1,0
17414,84,3,20,0,56621.55,0,3,239,350,390,138,83.8848417,0,0,1,0
16003,34,3,158,0,861084.94,0,3,31,225,247,100.3333333,89.85692331,0,0,1,0
15755,8,3,296,0,1560947.82,0,3,127,186,271,48.23076923,29.42548172,0,0,1,0
14735,10,3,291,0,1642778.21,0,3,23,66,86,20.16129032,12.46888601,0,0,1,2
18061,7,3,117,0,1534917.46,0,3,44,75,99,26.16666667,14.14418506,0,0,1,1
16883,87,3,267,0,1394057.38,0,3,184,294,305,32.23529412,55.05852501,0,0,1,0
18092,19,3,103,0,898553.46,0,3,65,108,211,47.38461538,35.90621687,0,0,1,0
13481,8,3,197,0,1337924.81,0,3,84,148,266,89.57142857,30.22613187,0,0,1,0
16656,20,3,119,0,787013.37,0,3,2,23,30,27.95454545,16.8083802,0,0,1,1
17157,76,3,136,0,1366035.96,0,3,304,324,333,34.9375,73.41250461,0,0,1,0
16325,55,3,133,0,1338051.52,0,3,90,269,273,58,54.99898989,0,0,1,0
12510,42,3,145,0,1395769.74,0,3,183,317,482,84.71428571,73.76022931,0,0,1,0
17935,38,3,64,0,164140.56,0,3,3,262,283,119.4,111.7644845,0,0,1,0
13199,3,3,147,0,721813.01,0,3,4,40,69,15.02380952,9.439119676,0,0,1,2
16593,89,3,72,0,137001.05,0,3,138,201,236,90.83333333,103.4938001,0,0,1,0
17115,82,3,113,0,724499.14,0,3,51,366,415,110.4,115.2076386,0,0,1,0
14239,30,3,171,0,1546038.86,0,3,70,76,116,37.75,28.6041955,0,0,1,1
12359,89,3,260,0,885774.41,0,3,116,142,236,68.125,43.57403388,0,0,1,0
14867,85,3,137,0,1063432.25,0,3,33,151,210,39.21428571,40.39645562,0,0,1,0
17642,19,3,108,0,575474.25,0,3,57,310,501,153.75,85.98207177,0,0,1,0
13813,34,3,91,0,731113.85,0,3,393,468,533,149.75,162.2290048,0,0,1,1
13589,79,3,40,0,107600.27,0,3,270,348,400,138.5,97.76672917,0,0,1,0
15860,24,3,283,0,474125.55,0,3,20,108,128,46.84615385,43.99213216,0,0,1,1
13782,24,3,185,0,464138.31,0,3,110,203,329,67.66666667,38.85228436,0,0,1,0
17848,28,3,164,0,702836.58,0,3,13,20,41,23.26923077,20.81260713,0,0,1,1
17969,66,3,204,0,551969.06,0,3,195,336,349,29.84210526,49.9458186,0,0,1,0
14548,50,3,110,0,874600.66,0,3,167,334,420,116.6,54.60128204,0,0,1,0
13890,7,3,93,0,1027102.1,0,3,251,267,474,125.2,99.40422526,0,0,1,0
17858,16,3,283,0,1586627.74,0,3,3,52,145,25.70833333,22.1349206,0,0,1,1
14738,33,3,59,0,632970.89,0,3,66,78,108,99.83333333,89.98981424,0,0,1,0
17739,96,3,120,0,1347238.84,0,3,137,164,178,41.23076923,32.18735219,0,0,1,0
14828,96,3,101,0,1037255.26,0,3,58,140,192,44.66666667,19.21331609,0,0,1,0
14037,76,3,114,0,429143.9,0,3,188,302,468,111.2,67.03133596,0,0,1,0
18077,3,3,280,0,1500508.44,0,3,17,70,123,48.38461538,42.28383943,0,0,1,0
16768,3,3,150,0,826638.77,0,3,168,280,354,89.85714286,39.92254405,0,0,1,0
13984,26,3,84,0,633115.3,0,3,123,199,240,67.33333333,46.5832588,0,0,1,0
14408,30,3,116,0,1119014.43,0,3,41,59,108,75.25,60.77534745,0,0,1,1
17707,85,3,24,0,118758.35,0,3,151,191,275,78.14285714,39.51130037,0,0,1,0
15716,45,3,286,0,1632817.27,0,3,56,112,224,58.7,31.4114275,0,0,1,0
18219,49,3,156,0,1379843.51,0,3,19,65,86,44.84615385,25.89351963,0,0,1,0
17988,17,3,111,0,133806.25,0,3,44,209,370,76.875,82.92240349,0,0,1,0
12600,12,3,115,0,1515959.47,0,3,33,92,113,34.44444444,24.30255911,0,0,1,0
14512,87,3,79,0,599940.06,0,3,45,196,327,90.83333333,58.56420978,0,0,1,0
16353,3,3,145,0,1200908.94,0,3,39,114,167,27.34782609,29.40409479,0,0,1,2
13070,92,3,33,0,490979.59,0,3,267,397,540,180,75.62407024,0,0,1,0
17457,26,3,64,0,447173.56,0,3,78,126,182,46.61538462,23.03453372,0,0,1,0
15694,76,3,105,0,927401.4,0,3,11,27,70,30.88888889,33.27052907,0,0,1,0
12358,50,3,70,0,646476.51,0,3,225,400,581,193.6666667,27.30079364,0,0,1,0
14215,86,3,140,0,1190758.97,0,3,129,144,182,90.83333333,75.14630175,0,0,1,0
15971,8,3,27,0,165691.16,0,3,33,48,134,51.91666667,82.17880542,0,0,1,0
16013,9,3,142,0,1041979.96,0,3,10,28,41,15.17073171,11.71943352,0,0,1,2
17854,85,3,118,0,275198.85,0,3,42,277,329,136.5,103.6870291,0,0,1,0
17268,7,3,30,0,123531.35,0,3,43,136,138,62.4,59.22687078,0,0,1,0
13643,85,3,80,0,719454.81,0,3,197,203,232,78,61.83310871,0,0,1,0
18203,57,3,59,0,85717.68,0,3,224,393,574,191.3333333,28.9194283,0,0,1,0
13410,87,3,37,0,201578.74,0,3,76,104,206,90.66666667,84.6727032,0,0,1,0
14285,76,3,35,0,207995.11,0,3,337,386,482,138.75,133.5524242,0,0,1,0
16805,73,3,249,0,546697.5,0,3,187,404,552,139.5,93.37558567,0,0,1,0
15181,75,3,14,0,77668.42,0,3,94,245,556,185.3333333,112.5003704,0,0,1,0
17188,64,3,144,0,751427.17,0,3,151,175,198,63,39.46834174,0,0,1,0
12712,6,3,237,0,1268405.49,0,3,41,76,94,34.66666667,20.76195616,0,0,1,1
17929,12,3,14,0,322239.92,0,3,142,196,275,68.66666667,48.08066139,0,0,1,0
16912,34,3,134,0,590989.91,0,3,73,156,189,85.14285714,59.54670036,0,0,1,0
13983,87,3,294,0,1596482.89,0,3,45,81,118,38.78571429,17.60759701,0,0,1,0
17631,37,3,59,0,270074.69,0,3,95,237,531,118.6,109.8580903,0,0,1,0
14107,76,3,203,0,1452008.22,0,3,44,83,120,69.25,36.89270156,0,0,1,0
12917,28,3,50,0,245356.68,0,3,272,370,450,150.5,86.58521814,0,0,1,0
16755,14,3,319,0,1258412.46,0,3,112,201,353,102.6666667,35.47205473,0,0,1,0
17043,78,3,124,0,333538.42,0,3,88,197,218,110.4,61.23969301,0,0,1,0
18065,83,3,256,0,1647406.89,0,3,36,105,181,39.07142857,22.14450543,0,0,1,0
13728,7,3,151,0,808915.77,0,3,27,91,147,44.5,16.36483096,0,0,1,0
14293,47,3,98,0,1127457.29,0,3,158,221,236,97,115.033908,0,0,1,0
17388,31,3,53,0,163234.61,0,3,80,156,289,66.44444444,52.10832734,0,0,1,0
15854,40,3,215,0,928022.72,0,3,32,64,68,36.8125,28.81485439,0,0,1,0
17027,79,3,154,0,323417.98,0,3,104,105,138,91.66666667,73.15098541,0,0,1,0
15889,56,3,301,0,633535.93,0,3,213,224,428,81.85714286,94.40767725,0,0,1,0
15912,78,3,95,0,317771.33,0,3,55,258,391,110.2,65.27786761,0,0,1,0
12989,57,3,59,0,716289.13,0,3,43,81,110,27.23809524,15.71593065,0,0,1,0
15157,54,3,116,0,480543.91,0,3,204,415,575,191.6666667,27.64657905,0,0,1,0
15623,41,3,108,0,743739.31,0,3,252,328,363,84,75.67914728,0,0,1,0
13831,38,3,172,0,1191204.6,0,3,62,80,231,39.4,38.67040212,0,0,1,0
14626,22,3,179,0,1623743.09,0,3,111,273,317,75.875,43.71804956,0,0,1,0
15916,91,3,224,0,983845.05,0,3,55,139,175,67.25,44.69499812,0,0,1,0
12933,71,3,232,0,320838.93,0,3,112,209,229,111.6,99.95649053,0,0,1,0
14507,1,3,244,0,1312790.09,0,3,114,175,277,89.71428571,60.83506195,0,0,1,0
17351,69,3,61,0,467457.5,0,3,104,258,300,62.22222222,45.26526753,0,0,1,0
17512,21,3,167,0,1429483.08,0,3,33,79,97,43.42857143,41.99398178,0,0,1,0
18268,34,3,67,0,559767.09,0,3,457,518,534,118.8,189.7964699,0,0,1,0
14191,8,3,119,0,694776.22,0,3,13,25,54,77.5,117.1604516,0,0,1,1
14643,70,3,62,0,205090.15,0,3,188,447,457,139.5,107.8347501,0,0,1,0
14577,63,3,149,0,693244.15,0,3,69,199,231,113,104.1849317,0,0,1,0
17409,84,3,104,0,1196816.16,0,3,64,237,238,77.71428571,59.80165629,0,0,1,0
16365,23,3,109,0,396764.7,0,3,17,27,130,55,39.14588101,0,0,1,0
13953,15,3,17,0,61415.14,0,3,49,95,159,68.11111111,19.00292375,0,0,1,0
16952,9,3,87,0,397896.96,0,3,332,349,619,206.3333333,166.8722066,0,0,1,0
14790,19,3,127,0,1138254.31,0,3,134,255,296,87,46.11579628,0,0,1,0
17754,42,3,175,0,793409.75,0,3,118,232,344,73.25,45.15924205,0,0,1,0
12664,43,3,26,0,216557.98,0,3,89,179,371,145.75,65.4643669,0,0,1,0
12843,59,3,218,0,951425.07,0,3,9,18,27,21.80769231,25.4480164,0,0,1,0
17211,80,3,273,0,1526558.01,0,3,53,84,173,54.6,66.99784408,0,0,1,0
15850,68,3,262,0,448960.54,0,3,208,220,368,139.5,88.63972022,0,0,1,0
17819,82,3,87,0,273516.6,0,3,12,58,115,54.4,39.37060381,0,0,1,0
14466,15,3,182,0,1080796.62,0,3,72,165,193,61.1,36.39123826,0,0,1,0
16551,30,3,78,0,415319.81,0,3,206,293,487,119.2,75.08461893,0,0,1,0
15577,51,3,59,0,107286.32,0,3,154,572,575,191.6666667,210.0484071,0,0,1,0
15329,34,3,139,0,1519208.27,0,3,37,240,274,65.66666667,59.55039882,0,0,1,0
15920,54,3,107,0,173382.61,0,3,270,380,471,142.75,85.18753821,0,0,1,0
14401,7,3,205,0,1440489.2,0,3,5,21,35,36.35294118,32.43250911,0,0,1,2
13577,48,3,131,0,1130257.19,0,3,93,234,273,72.125,53.67211966,0,0,1,0
13000,6,3,62,0,549241.08,0,3,153,258,619,206.3333333,136.0784088,0,0,1,0
16098,28,3,137,0,589536.62,0,3,29,57,106,49.66666667,16.50527923,0,0,1,1
15838,8,3,142,0,816328.79,0,3,13,57,71,25.66666667,22.20197145,0,0,1,2
17213,41,3,208,0,1728941.56,0,3,3,175,212,58.3,60.1831464,0,0,1,0
15812,7,3,125,0,577903.94,0,3,44,82,147,56.09090909,25.26837765,0,0,1,0
